,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
267,2020-03-21T12:19:51.391Z,dc6a2a06-7cea-4b9c-868e-d28094c0f8b5,en,"If I traveled from Vancouver to quebec city, do i need to quaratine ? ",en,If I traveled from Vancouver to quebec city do i need to quaratine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
270,2020-03-21T13:56:49.03Z,9ad0060c-5628-4e8c-ba12-a7167213f27e,en,"My boyfriend experienced gastro intestinal symptoms and came from abroad, should he get tested?",en,My boyfriend experienced gastro intestinal symptoms and came from abroad should he get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,symptom
271,2020-03-21T16:37:30.743Z,ff2949a6-4d58-4305-8456-459400fe7cf1,en,"In this time of crisis, is it okay to feed the raccoons",en,In this time of crisis is it okay to feed the raccoons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
272,2020-03-21T13:39:10.948Z,d90b7754-a540-47f2-a90c-7cbc35def960,en,what are cov19 symptoms,en,what are cov19 symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
273,2020-03-21T14:02:57.045Z,ba8ef58c-ddcc-4dbb-bf57-ea2dd5a341e6,en,How long do you expect these restrictive measures to last?,en,How long do you expect these restrictive measures to last,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
274,2020-03-21T14:02:57.06Z,ba8ef58c-ddcc-4dbb-bf57-ea2dd5a341e6,en,"If I experience symptoms but they are manageable, should I still go to the hospital for testing?",en,If I experience symptoms but they are manageable should I still go to the hospital for testing,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,4,symptom
279,2020-03-21T16:03:27.625Z,1ec981b1-26fc-4ae7-a416-a8c4bc026179,en,How do people get infected with Coronavirus?,en,How do people get infected with Coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
281,2020-03-21T13:39:10.941Z,d90b7754-a540-47f2-a90c-7cbc35def960,en,how many people died so far?,en,how many people died so far,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
283,2020-03-21T14:43:01.365Z,968f3919-1f56-4eca-a8b2-ed64cdffdf79,en,"If you recover from the virus, can you still be a carrier ",en,If you recover from the virus can you still be a carrier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
285,2020-03-21T16:15:49.252Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,What are the symptoms for corona virus?,en,What are the symptoms for corona virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
288,2020-03-21T15:36:20.298Z,bb22c696-3a40-4f57-8175-4b31cec184e5,en,How long can the virus live?,en,How long can the virus live,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
289,2020-03-21T12:57:22.995Z,eb19b3ff-6d90-4eb8-9062-b81684bedfcf,en,"If I contract the virus, does wearing a mask prevent others getting infected?",en,If I contract the virus does wearing a mask prevent others getting infected,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,transmission
292,2020-03-21T16:52:42.209Z,3d8b0fe1-ac29-4c02-acab-a4834608a0a4,en,What is the risk for an asthmatic ?,en,What is the risk for an asthmatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
293,2020-03-21T15:48:30.032Z,291fcd60-0f53-4d6a-bff3-086b6f753267,en,Should I be worried about getting sick if the government does not lock down everything?,en,Should I be worried about getting sick if the government does not lock down everything,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
294,2020-03-21T12:53:58.435Z,66c7bd79-e62c-428a-adac-f69fb087691c,en,what are the symptoms?,en,what are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
295,2020-03-21T17:06:43.597Z,1a9f855a-287d-4ef2-a398-3621bfab57b5,en,How many cases of the coronavirus are there in Montreal?,en,How many cases of the coronavirus are there in Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
300,2020-03-21T17:06:43.62Z,1a9f855a-287d-4ef2-a398-3621bfab57b5,en,How contagious is the virus?,en,How contagious is the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
301,2020-03-21T16:36:06.69Z,107eeb57-8b1f-481e-aff5-8ce87b1cea8a,en,Are there confirmed cases in my neighborhood ,en,Are there confirmed cases in my neighborhood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
302,2020-03-21T12:20:20.176Z,99e39e32-3b85-42c0-808d-98ca52701aa9,en,How long is this expected to last?,en,How long is this expected to last,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
304,2020-03-21T16:38:04.746Z,9a87c6dd-9939-4070-a0d9-da7f66683eb6,en,Why is there no toilet paper?,en,Why is there no toilet paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
306,2020-03-21T13:39:26.503Z,9c1b4039-c331-43fb-b7da-5f77f3403575,en,what is covid-19,en,what is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
308,2020-03-21T13:34:43.663Z,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,en,What are the symptoms for COVID-19 ?,en,What are the symptoms for COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
312,2020-03-21T20:39:36.122Z,f80dd812-40ec-48cb-a118-11d2cf2cd11f,en,is vomiting one of the symptoms?,en,is vomiting one of the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
315,2020-03-21T23:29:02.411Z,ec41dbc0-8a1c-436a-855c-53583f9b34bf,en,What's the difference between COVID-19 and CoronaVirus?,en,What s the difference between COVID 19 and CoronaVirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
317,2020-03-21T19:10:45.245Z,76dcbfcb-fbd4-4b7d-a0ad-bfb5c27087f2,en,What is COVID-19,en,What is COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
320,2020-03-22T01:27:35.248Z,a3032e99-ff0f-4481-897e-9d6f66fb784f,en,is fever a symptom of coronavirus? ,en,is fever a symptom of coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
325,2020-03-22T00:57:11.402Z,e1ea90be-e552-4d26-a067-376d0de0ed20,en,how many people have died in the US?,en,how many people have died in the US,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
333,2020-03-21T23:40:51.402Z,c9fc19e3-b94d-4fc0-be54-2449f256a04d,en,What are the symptoms ,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
334,2020-03-21T19:33:18.95Z,d1cd6b3b-f233-4177-b1e0-90381ca24617,en,Is it useful to wear a mask if we are not sick?,en,Is it useful to wear a mask if we are not sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
338,2020-03-21T23:53:24.388Z,48e5c93c-f718-498e-aff9-266ae471fd7d,en,How can BlueRidge.ai help fight this virus?,en,How can BlueRidge ai help fight this virus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,virusfight
339,2020-03-21T17:38:37.026Z,28e7f04a-9d6f-48c1-9b13-fb499fe0ef8a,en,How many cases in Quebec ,en,How many cases in Quebec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
341,2020-03-21T20:17:00.403Z,994acdd5-3b24-4dee-b574-c10e0990e9b8,en,What should I do if I start coughing?,en,What should I do if I start coughing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
342,2020-03-21T17:39:34.389Z,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,Who is at risk?,en,Who is at risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
346,2020-03-21T21:26:33.687Z,3b58140a-f53e-491f-a3dd-79f0416bab56,en,where can I get tested,en,where can I get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
347,2020-03-21T20:57:24.544Z,a0147f27-050a-456f-9d52-8f4b317ba678,zh,what is pandemic,en,what is pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
354,2020-03-21T22:55:38.102Z,71b819ce-1f25-4416-b19c-5878ebf16455,en,I am coughing but I don't have fever. Could I have covid-19?,en,I am coughing but I don t have fever Could I have covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
362,2020-03-21T20:46:51.89Z,fa1e419d-5cef-41e6-bb17-f8bd28411028,en,Can I get the virus from breathing infected airborn particules,en,Can I get the virus from breathing infected airborn particules,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,infection
366,2020-03-21T21:39:35.52Z,0e6422b9-aaf8-46ec-8d2c-106fa7ec81af,en,is it dangerous to travel,en,is it dangerous to travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
370,2020-03-21T23:21:56.733Z,8e750805-9fc2-4702-a244-0b7e67cf29ad,vi,What is,en,What is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
377,2020-03-21T20:56:54.137Z,a0147f27-050a-456f-9d52-8f4b317ba678,zh,how is going,en,how is going,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
385,2020-03-22T00:55:10.425Z,dfd74f5f-5c3e-4de2-b6c2-7d3d1b2fd38c,en,How long does the virus stay airborne?,en,How long does the virus stay airborne,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,viruslife
393,2020-03-21T21:37:13.441Z,3b9bc929-27fa-40df-ae67-e24ad9a547b6,en,How mild are most cases,en,How mild are most cases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
395,2020-03-21T23:14:22.428Z,e03f3e0a-a889-43d4-a506-4af32cbee107,en,What are the symptoms,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
396,2020-03-22T01:41:10.668Z,3c16663e-dc8b-48f7-8168-d98020a0178e,fr,Symptômes ,en,Symptômes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
397,2020-03-22T00:06:37.353Z,39934ada-d827-4868-8aff-58dcaaf317e7,en,Impact of covid,en,Impact of covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
404,2020-03-21T18:48:44.987Z,7f0bd659-d209-4d2b-bd3a-f0fe73cb085b,en,Is the severity of disease dependent on incubation period? ,en,Is the severity of disease dependent on incubation period,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,incubation
410,2020-03-21T18:56:44.254Z,1dfa96ae-da69-4e13-a82f-065e558c1b55,en,How many cases in Montreal ,en,How many cases in Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
413,2020-03-21T21:45:13.516Z,85e6cdad-531a-4a3f-9a86-8fad681731c7,en,How long after being asymptomatic are you no longer contagious? ,en,How long after being asymptomatic are you no longer contagious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
415,2020-03-21T21:28:01.183Z,f613f0e1-117b-4343-9e77-4fb4b9b168a4,en,are outdoor walks considered safe?,en,are outdoor walks considered safe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
417,2020-03-22T01:27:35.259Z,a3032e99-ff0f-4481-897e-9d6f66fb784f,en,how much fever should i tolerate before going to the doctor? ,en,how much fever should i tolerate before going to the doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
424,2020-03-21T17:17:52.701Z,5b000a32-4ccc-47a1-a8da-5bf1559abc56,en,What’s the death rate for healthy US 37 year old males?,en,What s the death rate for healthy US 37 year old males,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
430,2020-03-21T17:46:41.075Z,53894a08-21b2-49cb-832d-cfa6c0683d4f,en,I am 24 years old. What is my risk of having severe symptoms of the virus ? ,en,I am 24 years old What is my risk of having severe symptoms of the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,symptom
431,2020-03-21T22:41:05.66Z,7a8ef480-4e63-429e-b7ff-4763ad47cfe2,pt,What are the main synptoms?,en,What are the main synptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
434,2020-03-22T01:16:41.455Z,9d8e530d-9af3-4a71-8cf0-87a798fbec78,en,How long does the virus remain active and alive after attacking a human body?,en,How long does the virus remain active and alive after attacking a human body,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
436,2020-03-21T23:24:59.483Z,e46af548-c65a-4244-bf92-1dc281a03fe7,en,When will covid end?,en,When will covid end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
438,2020-03-21T21:20:25.389Z,401332f7-58f8-4616-bb8d-59972ff0ee9c,en,"If someone was infected once, can they be reinfected? Can they still carry the virus and infect others?",en,If someone was infected once can they be reinfected Can they still carry the virus and infect others,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
446,2020-03-21T21:03:00.692Z,a57f2090-8fc3-441f-a292-0297d3919fd1,en,How to protect myself on a plane,en,How to protect myself on a plane,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
449,2020-03-21T19:13:41.038Z,6bcfe004-73de-4f56-8ff0-dd66640fd022,en,What to do if I think I have covid 19?,en,What to do if I think I have covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
452,2020-03-21T17:52:17.785Z,94154cbd-75f5-409f-8338-05018c12a9b9,en,Why didn't you answer my first question?,en,Why didn t you answer my first question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
455,2020-03-21T18:22:01.291Z,49a00803-1814-427a-b79a-58284de2e968,en,how many new cases,en,how many new cases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
458,2020-03-21T17:39:34.381Z,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,What are the symptoms of Covid-19?,en,What are the symptoms of Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
459,2020-03-22T00:10:19.935Z,165dfaa6-84a9-4f0b-85ed-a217530bd003,en,How does it spread ?,en,How does it spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
468,2020-03-21T19:10:45.242Z,76dcbfcb-fbd4-4b7d-a0ad-bfb5c27087f2,en,Where did COVID-19 come from?,en,Where did COVID 19 come from,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
469,2020-03-21T17:20:59.193Z,1c991aeb-b4df-4d84-9595-367d7385e3b6,en,When will covid end? ,en,When will covid end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
477,2020-03-21T20:27:40.438Z,9b75dedf-19e7-4eb4-9ffd-5cec8f5752d3,en,What are the most common symptoms of COVID-19?,en,What are the most common symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
481,2020-03-21T19:14:49.91Z,9973a414-c87b-4aca-ae1a-2b4ea5290674,en,What are the symptoms of SARS-COV-2,en,What are the symptoms of SARS COV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
482,2020-03-22T00:47:23.853Z,5a4c2d2c-6191-4192-9ebc-025336b1d079,en,How many cases are there in the us,en,How many cases are there in the us,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
491,2020-03-21T19:14:49.917Z,9973a414-c87b-4aca-ae1a-2b4ea5290674,en,What's the point of asking you questions if you don't have answers,en,What s the point of asking you questions if you don t have answers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
494,2020-03-21T21:28:01.186Z,f613f0e1-117b-4343-9e77-4fb4b9b168a4,en,waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,en,waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
497,2020-03-21T23:34:33.27Z,a26511f8-07a7-4e76-a246-c4c22f5f7f04,fr,Non,en,Non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
500,2020-03-21T23:07:39.93Z,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,Where do we get the test for COVID-19?,en,Where do we get the test for COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
502,2020-03-22T00:24:32.459Z,24e49f6c-1df9-42f5-8f21-ecaa594ed836,en,what has caused it,en,what has caused it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
504,2020-03-21T21:40:21.317Z,ac3c5070-c403-4453-9176-39c8ebb321c3,en,How many tests are run per day in the US? ,en,How many tests are run per day in the US,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
507,2020-03-21T23:20:09.846Z,7d02e9dc-a465-44f5-8e99-bc90eb50628c,en,Do we have a vaccine for Coronavirus ?,en,Do we have a vaccine for Coronavirus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
508,2020-03-21T23:08:51.623Z,96e5bf45-a3e2-479b-af53-202773ea1b81,en,How long will it take for a vaccine to be produced?,en,How long will it take for a vaccine to be produced,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
510,2020-03-21T22:41:05.632Z,7a8ef480-4e63-429e-b7ff-4763ad47cfe2,pt,How do I know if I haver coronavirus?,en,How do I know if I haver coronavirus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
512,2020-03-21T21:56:21.439Z,622b014c-29d3-4205-b423-3ec6ed644e49,en,How long does recovery take on average?,en,How long does recovery take on average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
513,2020-03-21T23:21:56.634Z,8e750805-9fc2-4702-a244-0b7e67cf29ad,vi,How many thing you do not understand,en,How many thing you do not understand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
515,2020-03-21T18:48:44.969Z,7f0bd659-d209-4d2b-bd3a-f0fe73cb085b,en,How long is incubation period? ,en,How long is incubation period,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,incubation
517,2020-03-21T23:29:02.407Z,ec41dbc0-8a1c-436a-855c-53583f9b34bf,en,How Covid-19 started?,en,How Covid 19 started,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
519,2020-03-21T20:56:54.136Z,a0147f27-050a-456f-9d52-8f4b317ba678,zh,is the grocery open?,en,is the grocery open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,open
520,2020-03-22T00:26:52.977Z,849776b0-54f1-4e78-b9cf-7398c599f60d,en,what is the covıd-19's symptoms ?,en,what is the covıd 19 s symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,about
528,2020-03-21T19:33:18.959Z,d1cd6b3b-f233-4177-b1e0-90381ca24617,en,"I have some symptoms, what should I do?",en,I have some symptoms what should I do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
529,2020-03-22T01:00:35.045Z,b8ba88da-151b-4d8a-a573-738feccd7008,es,covid19 symptons?,en,covid19 symptons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
531,2020-03-21T19:00:02.064Z,f52c4d03-3e67-4764-adf0-4710084ef0b0,en,Can I still see my friends?,en,Can I still see my friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
533,2020-03-21T23:07:39.918Z,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,What are the symptoms of COVID-19,en,What are the symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
536,2020-03-22T00:42:17.819Z,18ed3835-82eb-4ab8-8d70-f82ac4fb0064,en,How many people are infected in Quebec?,en,How many people are infected in Quebec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
537,2020-03-22T00:24:32.466Z,24e49f6c-1df9-42f5-8f21-ecaa594ed836,en,how can one fight the virus ,en,how can one fight the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
545,2020-03-21T19:13:41.028Z,6bcfe004-73de-4f56-8ff0-dd66640fd022,en,How contagious is covid 19?,en,How contagious is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
547,2020-03-22T00:25:24.931Z,1a32db5a-0802-423e-b347-69af6b42c8b4,en,What is the death rate of covid-19?,en,What is the death rate of covid 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,about
549,2020-03-22T01:31:56.094Z,11553517-7859-43dc-bfcd-354131f01e27,en,How to prevent the spread of COVID-19?,en,How to prevent the spread of COVID 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,transmission
551,2020-03-21T21:28:01.209Z,f613f0e1-117b-4343-9e77-4fb4b9b168a4,en,what are the options to disinfect hand or surfaces other than soap and alcohol,en,what are the options to disinfect hand or surfaces other than soap and alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
553,2020-03-22T01:12:16.107Z,dab8ab73-7e69-407c-8262-b5a22da25a04,en,Is the virus airborne ,en,Is the virus airborne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,airborne
556,2020-03-22T01:12:16.1Z,dab8ab73-7e69-407c-8262-b5a22da25a04,en,I think I’m sick,en,I think I m sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
558,2020-03-21T17:52:17.778Z,94154cbd-75f5-409f-8338-05018c12a9b9,en,When this all will be over?,en,When this all will be over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
559,2020-03-21T23:08:51.603Z,96e5bf45-a3e2-479b-af53-202773ea1b81,en,how painful will it be if I got the virus?,en,how painful will it be if I got the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
561,2020-03-21T22:20:23.412Z,26cfe891-6fb7-4104-9560-51b684ad79e8,en,Is it safe to get a new job that deals with the public?,en,Is it safe to get a new job that deals with the public,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
562,2020-03-21T20:46:51.891Z,fa1e419d-5cef-41e6-bb17-f8bd28411028,en,How long does the virus live on surfaces,en,How long does the virus live on surfaces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
564,2020-03-21T21:38:31.936Z,ed48fde9-b52a-450a-873c-af9d36b3a5dc,en,"If I am starting to breath heavily, should I get it checked out?",en,If I am starting to breath heavily should I get it checked out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
571,2020-03-21T18:19:33.609Z,a228afbc-c07b-4266-884a-a49171468666,en,"im sneezing, should i be worried?",en,im sneezing should i be worried,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
574,2020-03-21T18:17:44.631Z,ab8bd375-aec4-4fc1-9e01-2b0b2e7d758e,en,How many cases in Montreal,en,How many cases in Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
576,2020-03-22T01:50:08.684Z,f93adb39-74a7-4893-932a-4d6471a4b37a,en,Corona virus characteristics,en,Corona virus characteristics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
