,timestamp_est,anonymous_id,language,question,detected_lang,symptom,about,cases,incubation,infection,nextsteps,test,total,cluster,can,hospital,isolation
1706,2020-03-22 18:12:15.224,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,How deadly is the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1707,2020-03-22 15:11:55.129,240da2c0-b4a2-462d-af36-25e114d89d45,en,How is it transmitted,en,0,0,0,0,0,0,0,0,,0,0,0
1708,2020-03-22 21:15:02.531,9a4d12a5-a1f1-410a-8870-a875a5e0b251,en,What are the symptoms I should feel if I am infected with Corona virus,en,1,0,0,0,1,0,0,2,infection,0,0,0
1711,2020-03-22 11:14:44.094,db73fd7b-ca2f-4183-956f-b949e5ba4266,en,How many days does it take to see the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1716,2020-03-21 12:20:20.176,99e39e32-3b85-42c0-808d-98ca52701aa9,en,How long is this expected to last,en,0,0,0,0,0,0,0,0,,0,0,0
1717,2020-03-22 11:50:40.141,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,What is the situation now in my country,en,0,0,0,0,0,0,0,0,,0,0,0
1718,2020-03-22 20:44:40.589,b3923f7c-ea90-4af2-94c5-5ee8736975fd,ko,My COVID 19 test results are pending and my temperature reached 40C What should I do,en,0,1,0,0,0,0,1,2,test,0,0,0
1722,2020-03-21 16:39:35.601,5bbdba4b-0188-4e6b-bc7b-4ffcacdc0732,en,I have asthma How at risk am I about the possibility of complications,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1725,2020-03-22 12:04:09.963,bbca283a-dbd7-462e-894f-ccc311231e12,en,My employer is not implementing social distancing or safety measures in my workplace What recourse do I have,en,0,0,0,0,0,1,0,2,nextsteps,0,0,1
1729,2020-03-22 11:56:15.755,02909506-2fad-4062-bce6-cb73b87115a9,en,Can you see friends if you stick to the social distancing guidelines,en,0,0,0,0,0,0,0,1,isolation,0,0,1
1735,2020-03-22 02:20:59.698,9159ddd8-f891-418b-8739-547e2433adce,en,How is the corona virus being spread,en,0,0,0,0,0,0,0,0,,0,0,0
1736,2020-03-24 00:16:32.236,04d8887f-99ab-4148-a615-cfc89f9917e0,en,What are covid 19 test centres location in Montreal,en,0,0,0,0,0,0,1,1,test,0,0,0
1739,2020-03-23 13:24:15.796,e04fe1c8-6500-4e8b-b387-3977dc24ffa7,en,How much the quarantine process has a positive impact on reducing contamination spread,en,0,0,0,0,0,0,0,0,,0,0,0
1741,2020-03-22 11:33:45.522,ff357aeb-b1c5-4de8-b2a9-ee9b8fb7fd6c,en,What should you do if you dont have water and soap and sanitizer,en,0,0,0,0,0,0,0,0,,0,0,0
1743,2020-03-22 12:18:33.806,af8daa2f-2609-4f7a-b0e4-0ea610116216,en,Why corona is so dangerous,en,0,0,0,0,0,0,0,0,,0,0,0
1746,2020-03-21 13:39:10.941,d90b7754-a540-47f2-a90c-7cbc35def960,en,how many people died so far,en,0,0,1,0,0,0,0,1,cases,0,0,0
1747,2020-03-21 23:55:48.624,9db55dca-d1da-4831-bc81-f3f6c5766cee,en,Does covid transfer through air,en,0,0,0,0,0,0,0,0,,0,0,0
1748,2020-03-21 20:51:11.012,d58351d3-4ab8-413e-a625-088df1cb2db5,en,how i can test if i have the diease,en,0,0,0,0,0,1,1,2,nextsteps,0,0,0
1753,2020-03-22 13:52:52.016,85dc72f9-855b-4401-9f4f-5e95795c2d01,en,What is corona,en,0,1,0,0,0,0,0,1,about,0,0,0
1756,2020-03-22 07:54:48.086,57b33f9c-7b7c-4c6d-9722-2698f9e5ec17,en,When having covid 19 What are the next possible symptoms for a 4 years old child,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1760,2020-03-23 17:19:33.459,95b3bca1-4e02-49bf-8eda-e7e65c6282e3,fr,Does Wearing gloves help,en,0,0,0,0,0,0,0,0,,0,0,0
1765,2020-03-23 05:33:57.491,242209da-c598-4927-ba26-054e78df2b68,en,I am feeling itchy around my body Is it a symptom of covid,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1768,2020-03-23 20:22:49.156,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,en,How long after testing do you receive your COVID 19 results,en,0,0,0,0,0,0,1,1,test,0,0,0
1772,2020-03-21 09:23:35.694,dfe10a97-9bf9-422f-8251-9e5149904d94,en,If I have diabetes am I at a higher risk,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1773,2020-03-21 21:39:35.52,0e6422b9-aaf8-46ec-8d2c-106fa7ec81af,en,is it dangerous to travel,en,0,0,0,0,0,0,0,0,,0,0,0
1775,2020-03-22 19:29:26.696,e479e81f-506d-488f-bbfa-c1e7ce998ac5,en,Can I move in with family if we have all been symptom free for 14 days,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1779,2020-03-24 00:26:25.046,68213a11-eb9d-4bec-b4c3-73152f63d652,en,should I call to find out more it s the coughing and difficulty breathing and fatigue that worries me,en,0,0,0,0,0,0,0,0,,0,0,0
1780,2020-03-21 17:06:43.62,1a9f855a-287d-4ef2-a398-3621bfab57b5,en,How contagious is the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1787,2020-03-23 19:58:42.785,ea3de551-6dff-488c-83b8-3d096d85f95e,en,what is this rainbow thing that people are talking about,en,0,0,0,0,0,0,0,0,,0,0,0
1788,2020-03-21 12:53:58.425,66c7bd79-e62c-428a-adac-f69fb087691c,en,could we have done better,en,0,0,0,0,0,0,0,0,,0,0,0
1794,2020-03-22 16:25:20.139,2423d5fd-2167-49da-8720-84f643754148,en,What is the death rate in South Carolina,en,0,0,1,0,0,0,0,1,cases,0,0,0
1796,2020-03-23 19:50:42.505,b85d6888-d584-466b-b574-663aa411d2c2,en,I have a sore throat Is that a sign of Covid19,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1798,2020-03-22 20:03:53.185,28914ffd-2639-472a-828a-6352da947b8f,fr,Is it safe to take a walk outside with my child,en,0,0,0,0,0,0,0,0,,0,0,0
1800,2020-03-22 23:46:13.483,8d6b6d24-dc70-40a3-bdcb-66af83cd8916,en,What is the likelihood of having covid if only showing one symptoms for example dry cough,en,1,1,0,0,0,0,0,2,symptom,0,0,0
1801,2020-03-21 20:27:40.444,9b75dedf-19e7-4eb4-9ffd-5cec8f5752d3,en,What can we do to protect ourselves from COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1802,2020-03-22 09:20:34.275,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,en,Can you die from contracting covid,en,0,0,0,0,0,0,0,0,,0,0,0
1803,2020-03-22 13:41:43.861,283caf34-28a4-40d1-8e39-344b1843cd33,en,Is it safe to jog run outside,en,0,0,0,0,0,0,0,0,,0,0,0
1812,2020-03-23 03:20:47.588,86f5717c-8a5b-4216-bc67-583774f27a2e,en,How to stay safe,en,0,0,0,0,0,0,0,0,,0,0,0
1813,2020-03-23 23:39:02.025,9fc506e4-92d2-47a6-947c-d705a8b2607b,en,How dangerous is the COV 19,en,0,0,0,0,0,0,0,0,,0,0,0
1814,2020-03-23 17:08:10.032,fcd76fea-c587-4a27-acc0-d319cc56c02c,en,How does covid 19 feel,en,0,0,0,0,0,0,0,0,,0,0,0
1815,2020-03-22 03:12:45.292,c5a8ec79-cd48-4ca2-8854-66347187d566,en,From the infected worldwide population what will be the ratio of asymptomatic people,en,1,0,0,0,1,0,0,2,infection,0,0,0
1817,2020-03-21 23:08:51.603,96e5bf45-a3e2-479b-af53-202773ea1b81,en,how painful will it be if I got the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1819,2020-03-22 21:56:33.462,f753f60e-53cf-4e33-8acb-f024257b093f,en,Should I stay home,en,0,0,0,0,0,0,0,0,,0,0,0
1821,2020-03-22 11:47:52.41,4857048b-dcf7-4ebc-84bb-ac60bdb3bd40,en,How can I protect myself,en,0,0,0,0,0,0,0,0,,0,0,0
1822,2020-03-21 02:07:43.764,db5a20f9-6ce4-4c89-9833-f4fa5bb70b98,en,Does eating Oranges daily help to fight this virus,en,0,0,0,0,0,0,0,0,,0,0,0
1823,2020-03-19 14:08:51.894,04fd4b84-3015-492f-aa37-eacf6e432a70,en,If you start showing flu symptoms should you consult a doctor or stay home,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1825,2020-03-22 15:45:28.887,8f58eee6-91a0-4456-bf3e-e7bc55e70281,en,What s COVID 19,en,0,1,0,0,0,0,0,1,about,0,0,0
1831,2020-03-22 13:27:59.037,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,should I worry about covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1832,2020-03-23 11:24:52.091,23a365e1-681f-420c-8255-fb64439014bb,en,What are the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1834,2020-03-22 21:52:20.448,f7858d92-5f8a-408c-ba10-d99c25dd39bc,en,What is corona,en,0,1,0,0,0,0,0,1,about,0,0,0
1838,2020-03-23 00:36:47.769,dc2db1f5-b33d-452f-b567-58d12d00c152,en,What are the top symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1845,2020-03-23 08:29:31.476,f4edeb32-2c89-4618-96bf-6cb899679883,en,How long do the symptoms of COVID 19 last for,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1846,2020-03-21 16:15:49.242,3eb07cc6-e9a7-40d0-9609-553a07823637,en,Is there a vaccine for corona virus,en,0,0,0,0,0,0,0,0,,0,0,0
1847,2020-03-21 21:20:25.392,401332f7-58f8-4616-bb8d-59972ff0ee9c,en,Is the phlegm color suggestive of coronavirus,en,0,0,0,0,0,0,0,0,,0,0,0
1848,2020-03-22 21:53:15.171,62c6892d-53f0-4aef-9239-401d321b7fd0,en,how many people related covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1849,2020-03-23 16:00:05.992,7d1ff331-bc6d-4439-8447-723fdcde0709,en,How COVID 19 is infecting,en,0,0,0,0,0,0,0,0,,0,0,0
1852,2020-03-22 13:33:58.827,1fc3566f-0b50-4b55-a2a6-8448e5fb5d15,en,If I cross someone on the street how are the chance to catch the virus,en,0,0,0,0,0,0,0,0,,0,0,0
