,timestamp_est,anonymous_id,language,question,detected_lang,text,translation,cluster,ahc_label
167,2020-03-21T16:23:07.705Z,254f9eaa-2899-4a93-81db-fa92da868c6d,en,Es ce facile de se faire tester si nous avons les symptômes,fr,es ce facile de se faire tester si nous avons les symptomes,Is it easy to get tested if we have the symptoms,test,
168,2020-03-21T14:38:01.481Z,9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09,fr,Prendre une marche avec une autre personne c'est risqué?,fr,prendre une marche avec une autre personne c est risque,Is it risky to take a walk with another person? ,dangerisk,
169,2020-03-21T17:54:32.891Z,e912766a-3a24-4c7c-8520-f1552b2b8982,fr,Est ce que je peux aller porter de la nourriture à une personne en quarantaine?,fr,est ce que je peux aller porter de la nourriture a une personne en quarantaine,Can I bring food to a quarantined person? ,caution,
171,2020-03-21T13:22:06.641Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,Quels sont les critères qui vous permettront de lever l'état d'urgence sanitaire et les consignes de confinement?,fr,quels sont les criteres qui vous permettront de lever l etat d urgence sanitaire et les consignes de confinement,What are the criteria that will allow you to lift the state of sanitary emergency and containment instructions? ,isolation,
174,2020-03-21T13:40:32.963Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,"Je tousse un peu, est ce que je doit me faire tester au covid 19 ? ",fr,je tousse un peu est ce que je doit me faire tester au covid,"I'm coughing a bit, should I get tested at covid 19? ",nextsteps,
177,2020-03-21T14:38:01.608Z,9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09,fr,"Combien de temps le virus reste sur les surfaces, les vêtements ou les aliments?",fr,combien de temps le virus reste sur les surfaces les vetements ou les aliments,"How long does the virus stay on surfaces, clothes or food? ",viruslife,
178,2020-03-21T16:16:36.573Z,bae585c4-38e7-4e93-ac5b-52b2d03ae34b,fr,"Ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir s'ils sont à risque de propagation ou pas.  Je suis à la maison et je ne sors pas depuis 1 semaine.  Si j'ai des symptômes de rhume sans fièvre, devrais-je m'inquiéter?",fr,ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir s ils sont a risque de propagation ou pas je suis a la maison et je ne sors pas depuis semaine si j ai des symptomes de rhume sans fievre devrais je m inquieter,"My spouse works in an essential trade and is in contact with a lot of people who we cannot know if they are at risk of spreading or not. I am at home and I have not been going out for 1 week. If I have cold symptoms without fever, should I be worried? ",nextsteps,
181,2020-03-21T13:40:32.902Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Qui est plus à risque de mourir du virus ? ,fr,qui est plus a risque de mourir du virus,Who is more at risk of dying from the virus?,dangerisk,
185,2020-03-21T14:00:29.163Z,0ca32b20-b512-414f-b84c-5f966c4cb042,en,Mon enfant est malade et a le,fr,mon enfant est malade et a le,My child is sick and has ,unclassified,21.0
186,2020-03-21T12:36:25.104Z,e186f383-beae-4595-a721-f9bd8c2f0a00,fr,"Comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne présentant pas de symptômes, dois-je me placer en quarantaine?  Et pour quelle période?",fr,comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne presentant pas de symptomes dois je me placer en quarantaine et pour quelle periode,"As a third person in contact with a quarantined person returning from travel but showing no symptoms, should I place myself in quarantine? And for what period? ",symptom,
187,2020-03-21T13:40:32.931Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Est ce que je peux visiter ma famille ? ,fr,est ce que je peux visiter ma famille,Can I visit my family? ,caution,
188,2020-03-21T14:52:36.787Z,de362e50-1013-41bd-94e7-e6f76938cecd,fr,Tu réponds pas au question?,fr,tu reponds pas au question,You don't answer the question? ,unclassified,13.0
190,2020-03-21T13:49:03.303Z,f05dff01-c140-4b69-bc67-80f491f3ae07,fr,Y'a t'il vraiment un risque de contagion quand je vais faire l'épicerie?,fr,y a t il vraiment un risque de contagion quand je vais faire l epicerie,Is there really a risk of contagion when I go grocery shopping? ,dangerisk,
193,2020-03-21T14:06:54.33Z,637d0a33-e8a2-496d-bbd4-8ad2e93246ad,fr,Est-ce que mes enfants peuvent fréquenter d'autres enfants ?,fr,est ce que mes enfants peuvent frequenter d autres enfants,Can my children go with other children? ,unclassified,29.0
197,2020-03-21T13:22:06.634Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,Quand les écoles vont-elles rouvrir?,fr,quand les ecoles vont elles rouvrir,When will the schools reopen? ,unclassified,50.0
199,2020-03-21T15:26:17.52Z,8e5ed942-acf5-43a3-bb0e-557428452106,fr,Combien de temps le virus reste-t-il présent sur les fruits et les légumes?,fr,combien de temps le virus reste t il present sur les fruits et les legumes,How long does the virus remain on fruits and vegetables?,viruslife,
201,2020-03-21T15:09:51.902Z,a5af387a-80ad-4854-9355-9078ce80ba66,fr,"Bonjour, j’ai appris que dans le bâtiment où mon père travaille, il y a eu un cas de covid déclaré. On ne sait pas si mon père a été en contact avec cette personne. Il a décidé de passer le test même s’il n’a aucun symptômes. Pour ma part, je n’ai aucun symptômes, est ce que je suis obligé de rester en quarantaine ou je peux continuer à aller travailler tout en prenant mes précautions? Merci  ",fr,bonjour j ai appris que dans le batiment ou mon pere travaille il y a eu un cas de covid declare on ne sait pas si mon pere a ete en contact avec cette personne il a decide de passer le test meme s il n a aucun symptomes pour ma part je n ai aucun symptomes est ce que je suis oblige de rester en quarantaine ou je peux continuer a aller travailler tout en prenant mes precautions merci,"Hello, I learned that in the building where my father works, there was a reported case of covid. It is not known if my father was in contact with this person. He decided to take the test even if he had no symptoms. For my part, I have no symptoms, do I have to stay in quarantine or can I continue to go to work while taking my precautions? Thank you   ",caution,
203,2020-03-21T13:40:33.065Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,À quelle distance je dois me tenir des autres personnes pour respecter les consignes du gouvernement ? ,fr,a quelle distance je dois me tenir des autres personnes pour respecter les consignes du gouvernement,How far do I have to stand from other people to follow government guidelines?,unclassified,20.0
205,2020-03-21T13:18:00.026Z,ca77e917-de07-4fae-9e6c-adac69ef36c9,fr,Mon autre situation : mes enfants sont en garde partagée et leur père vie avec grand-maman qui revient tout juste de voyage. Les enfants restent avec moi le tempsmque sa quarantaine terminé ( soit le 31 mars prochain) serait il envisageable qu'ils retournent chez papa à cette date où il est préférable qu'ils restent ici le temps que tout se calme?,fr,mon autre situation mes enfants sont en garde partagee et leur pere vie avec grand maman qui revient tout juste de voyage les enfants restent avec moi le tempsmque sa quarantaine termine soit le mars prochain serait il envisageable qu ils retournent chez papa a cette date ou il est preferable qu ils restent ici le temps que tout se calme,My other situation: my children are in joint custody and their father lives with grandmother who has just returned from a trip. The children stay with me until their quarantine is over (March 31st). Would it be possible for them to return to dad's home on this date when it is preferable for them to stay here while everything calms down? ,isolation,
207,2020-03-21T13:40:33Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Quel médicaments puis je prendre pour diminuer le risque de le contracter ? ,fr,quel medicaments puis je prendre pour diminuer le risque de le contracter,What medications can I take to decrease the risk of getting it? ,treatment,
209,2020-03-21T14:00:29.167Z,0ca32b20-b512-414f-b84c-5f966c4cb042,en,Puis-je sortir de chez moi si un membre de ma famille qui habite chez moi a le coronavirus? ,fr,puis je sortir de chez moi si un membre de ma famille qui habite chez moi a le coronavirus,Can I leave my home if a family member who lives with me has coronavirus? ,unclassified,3.0
211,2020-03-21T13:40:32.955Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,À quelle clinique est ce que je peux aller me faire tester au covid 19 ? ,fr,a quelle clinique est ce que je peux aller me faire tester au covid,What clinic can I go to get covid 19 tested? ,caution,
212,2020-03-21T17:54:32.993Z,e912766a-3a24-4c7c-8520-f1552b2b8982,fr,Quelles sont les statistiques québécoises?  ,fr,quelles sont les statistiques quebecoises,What are the Quebec statistics?  ,statistics,
213,2020-03-21T12:08:45.269Z,b43c1b22-205c-4b49-805f-3b8c0cc3e588,fr,Je suis inquiet pour une personne actuellement en voyage. Où puis-je obtenir de l’information à ce sujet ?,fr,je suis inquiet pour une personne actuellement en voyage ou puis je obtenir de l information a ce sujet,I am worried about someone currently traveling. Where can I get information on this?,unclassified,3.0
214,2020-03-21T13:40:32.915Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,"Si j'ai un rhume, est ce que cela peut être le covid 19 ?",fr,si j ai un rhume est ce que cela peut etre le covid,"If I have a cold, can it be covid 19? ",nextsteps,
215,2020-03-21T13:40:33.008Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,"Mon système immunitaire est très faible, est ce que je peux tout de même aller faire mon épicerie ? ",fr,mon systeme immunitaire est tres faible est ce que je peux tout de meme aller faire mon epicerie,"My immune system is very weak, can I still go grocery shopping? ",caution,
219,2020-03-21T13:36:43.622Z,2ae72d93-3511-4244-873e-e2ed2bba00fe,fr,J’ai lu un article dans La Presse que les syndromes gastro intestinaux sont sous estimés et qu’ils peuvent précéder la toux et la difficulté à respirer. Votre questionnaire n’en fait pas mention.  ,fr,j ai lu un article dans la presse que les syndromes gastro intestinaux sont sous estimes et qu ils peuvent preceder la toux et la difficulte a respirer votre questionnaire n en fait pas mention,I read an article in La Presse that gastrointestinal syndromes are underestimated and that they can precede coughing and difficulty breathing. Your questionnaire does not mention it.  ,nextsteps,
223,2020-03-21T13:49:03.336Z,f05dff01-c140-4b69-bc67-80f491f3ae07,fr,Le virus survie t'il vraiment plusieurs heures sur l'asphalte?,fr,le virus survie t il vraiment plusieurs heures sur l asphalte,Does the virus really survive for several hours on asphalt? ,unclassified,26.0
228,2020-03-21T12:22:33.422Z,9d0881f3-478a-4a8c-b48a-42d550ec5c71,fr,Je suis enceinte et j’ai des suivis à l’hôpital. Est-ce que je peux être accompagnée?,fr,je suis enceinte et j ai des suivis a l hopital est ce que je peux etre accompagnee,I am pregnant and I have follow-ups at the hospital. Can I be accompanied? ,caution,
229,2020-03-21T16:18:43.612Z,c8b7b2a5-a411-4c8a-809b-e376fbef8328,fr,A partir de quelle température de fièvre doit-on s'inquiéter ?,fr,a partir de quelle temperature de fievre doit on s inquieter,From what temperature of fever should we worry? ,unclassified,4.0
230,2020-03-21T13:40:32.883Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Quels sont les symptômes de la covid 19 ?,fr,quels sont les symptomes de la covid,What are the symptoms of covid 19? ,symptom,
231,2020-03-21T12:40:03.511Z,ff20466f-f115-407e-8030-cd03c9b5dce2,en,Lp test ,fr,lp test,Lp test ,test,
234,2020-03-21T16:31:49.16Z,04ef00bf-88aa-439f-aaef-0d3861e7fbeb,fr,Est ce que vous pensez que la quarantaine obligatoire pour tous aura lieu bientôt?,fr,est ce que vous pensez que la quarantaine obligatoire pour tous aura lieu bientot,Do you think that compulsory quarantine for all will take place soon?,unclassified,52.0
236,2020-03-21T15:26:17.539Z,8e5ed942-acf5-43a3-bb0e-557428452106,fr,Peut-on laver les fruits et les légumes avec de l'eau seulement?,fr,peut on laver les fruits et les legumes avec de l eau seulement,Can we wash fruits and vegetables with water only? ,unclassified,36.0
237,2020-03-21T13:22:06.785Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,Je dois me rendre chaque semaine pour faire effectuer des prélèvements pour un suivi serré de mon état de santé (cardiaque). Est-ce que je dois me rendre comme d'habitude au centre de prélèvement ou il existe de nouvelles consignes?,fr,je dois me rendre chaque semaine pour faire effectuer des prelevements pour un suivi serre de mon etat de sante cardiaque est ce que je dois me rendre comme d habitude au centre de prelevement ou il existe de nouvelles consignes,I have to go every week to have samples taken for close monitoring of my (cardiac) health. Do I have to go to the collection center as usual or are there new instructions? ,unclassified,8.0
238,2020-03-21T13:22:06.667Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,Auriez-vous une recette de galette portugaise?,fr,auriez vous une recette de galette portugaise,Do you have a Portuguese galette recipe? ,unclassified,6.0
240,2020-03-21T12:08:45.259Z,b43c1b22-205c-4b49-805f-3b8c0cc3e588,fr,Où puis-je faire du bénévolat pour aider les personnes en isolement dans le besoin ?,fr,ou puis je faire du benevolat pour aider les personnes en isolement dans le besoin,Where can I volunteer to help people in isolation in need? ,isolation,
241,2020-03-21T14:48:02.337Z,83b1fc46-dfa3-40a5-a728-a0cd08cb003a,fr,Qui doit se faire tester pour la covid?,fr,qui doit se faire tester pour la covid,Who should be tested for the covid? ,test,
242,2020-03-21T16:44:09.011Z,5ea9e5de-608a-4022-819c-52734275a59b,fr,Est il utile de porter un masque ?,fr,est il utile de porter un masque,Is it useful to wear a mask? ,caution,
243,2020-03-21T13:40:33.033Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Est-ce que je peux allaiter mon bébé si j'ai le covid 19? ,fr,est ce que je peux allaiter mon bebe si j ai le covid,Can I breastfeed my baby if I have covid 19? ,caution,
246,2020-03-21T13:40:33.075Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,"J'ai peur d'attraper le virus, que dois-je faire ??? ",fr,j ai peur d attraper le virus que dois je faire,"I'm afraid of catching the virus, what should I do ??? ",nextsteps,
247,2020-03-21T17:05:17.598Z,5882aa1f-95de-4469-bb0f-5d117bdf19b9,fr,Les animaux peuvent-ils transmettre le COVID-19?,fr,les animaux peuvent ils transmettre le covid,Can animals transmit COVID-19? ,animals,
248,2020-03-21T15:54:28.775Z,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Est ce que je peux continuer à aller faire mon sport dehors ? ,fr,est ce que je peux continuer a aller faire mon sport dehors,Can I keep going outside to do my sport?,caution,
249,2020-03-21T16:23:54.824Z,068649dc-f3aa-4d52-a16b-6f054b781c9e,fr,Combien de temps le virus reste-t-il sur les surfaces?,fr,combien de temps le virus reste t il sur les surfaces,How long does the virus stay on surfaces? ,viruslife,
251,2020-03-21T14:52:36.783Z,de362e50-1013-41bd-94e7-e6f76938cecd,fr,"J’ai de la toux grasse et mon nez coule, est-ce que j’ai le coronavirus?",fr,j ai de la toux grasse et mon nez coule est ce que j ai le coronavirus,"I have a heavy cough and my nose is runny, do I have coronavirus? ",nextsteps,
253,2020-03-21T13:40:33.048Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Est ce que les enfants de moins de 1 an sont plus à risque d'avoir des complications ? ,fr,est ce que les enfants de moins de an sont plus a risque d avoir des complications,Are children under the age of 1 more at risk for complications? ,dangerisk,
254,2020-03-21T13:40:32.888Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Comment prévenir la transmission du virus ? ,fr,comment prevenir la transmission du virus,How to prevent the transmission of the virus? ,unclassified,18.0
