,id,timestamp_est,anonymous_id,language,question,detected_lang,cluster,tags
191,556,2020-03-22 1:12:16,dab8ab73-7e69-407c-8262-b5a22da25a04,en,I think I’m sick,en,unclassified,
192,558,2020-03-21 17:52:18,94154cbd-75f5-409f-8338-05018c12a9b9,en,When this all will be over?,en,situation-future,
193,559,2020-03-21 23:08:52,96e5bf45-a3e2-479b-af53-202773ea1b81,en,how painful will it be if I got the virus?,en,personal-whatif,
194,561,2020-03-21 22:20:23,26cfe891-6fb7-4104-9560-51b684ad79e8,en,Is it safe to get a new job that deals with the public?,en,unclassified,
195,562,2020-03-21 20:46:52,fa1e419d-5cef-41e6-bb17-f8bd28411028,en,How long does the virus live on surfaces,en,covid-life,
196,564,2020-03-21 21:38:32,ed48fde9-b52a-450a-873c-af9d36b3a5dc,en,"If I am starting to breath heavily, should I get it checked out?",en,personal-whatif,
197,571,2020-03-21 18:19:34,a228afbc-c07b-4266-884a-a49171468666,en,"im sneezing, should i be worried?",en,unclassified,
198,574,2020-03-21 18:17:45,ab8bd375-aec4-4fc1-9e01-2b0b2e7d758e,en,How many cases in Montreal,en,situation-stats,
199,576,2020-03-22 1:50:09,f93adb39-74a7-4893-932a-4d6471a4b37a,en,Corona virus characteristics,en,unclassified,
200,578,2020-03-21 21:38:32,ed48fde9-b52a-450a-873c-af9d36b3a5dc,en,Is it possible to have Covid-19 if you only have one of the symptoms?,en,personal-whatif,
201,579,2020-03-21 17:39:34,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,Is there more than one strain of COVID-19?,en,unclassified,
202,580,2020-03-21 20:56:54,a0147f27-050a-456f-9d52-8f4b317ba678,zh,what are the symtoms,en,covid-symptoms,
203,581,2020-03-21 19:50:49,ceae6bf7-a5ec-4832-934d-211ebc182948,es,What's happen for country near the Ecuador with a lot of hot?,en,unclassified,
204,588,2020-03-21 17:04:31,449776d4-986e-47af-b7e6-930600974b4c,en,is it ok to touch packets after washing with dettol,en,unclassified,
205,589,2020-03-21 19:33:19,d1cd6b3b-f233-4177-b1e0-90381ca24617,en,What type of drugs may I take if I have covid19?,en,personal-symptoms,
206,592,2020-03-21 23:43:38,ad758027-60ef-4316-974a-6856cdf18b7b,zh,what is covid-19,en,covid-what,
207,593,2020-03-21 20:32:32,bd9783dc-be78-4841-a4ff-d044d40cb9a4,en,Is there any possibility of infected corona virus twice (second time)?,en,covid-infection,
208,595,2020-03-21 21:39:36,0e6422b9-aaf8-46ec-8d2c-106fa7ec81af,en,a have a fever,en,unclassified,
209,598,2020-03-22 1:12:16,dab8ab73-7e69-407c-8262-b5a22da25a04,en,How do I know if I have the flu or coronavirus,en,personal-symptoms,
210,603,2020-03-21 17:33:20,a0403994-425b-4498-8080-0ea926c5f8eb,en,how many people have died,en,situation-stats,
211,609,2020-03-21 18:43:42,138f474a-fffc-4d8a-a448-d2b712ecb499,en,what are the symptoms,en,covid-symptoms,
212,612,2020-03-21 21:48:07,289f44ad-e5dc-4dcc-8aab-d597c46631c9,en,What is the covid-19 symptoms?,en,covid-symptoms,
213,614,2020-03-21 23:20:10,7d02e9dc-a465-44f5-8e99-bc90eb50628c,en,How long before we have a vaccine for corona?,en,covid-med,
214,617,2020-03-21 23:14:22,e03f3e0a-a889-43d4-a506-4af32cbee107,en,How long are we going to be sick,en,unclassified,
215,622,2020-03-21 21:33:42,4b862889-8632-4a58-9b9e-66fa17c8fcdb,es,what is covid-19,en,covid-what,
216,623,2020-03-21 17:39:34,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,What is the mortality rate?,en,situation-stats,
217,626,2020-03-21 22:14:58,4fc18b76-78d2-4527-9e1b-f9681a3c4fe3,en,what are the conditions under which people are most likely to develop complications versus those who won’t?,en,unclassified,
218,631,2020-03-21 21:35:22,9edf7174-72b7-4dc7-8132-9db0ddf80b5d,en,Covid?,en,unclassified,
219,636,2020-03-21 20:51:11,d58351d3-4ab8-413e-a625-088df1cb2db5,en,how i can test if i have the diease?,en,personal-symptoms,
220,637,2020-03-22 0:10:17,a766799a-10d9-423f-bae2-f305cfea635e,en,When will the pandemic end?,en,situation-future,
221,638,2020-03-21 23:08:00,5a340f67-5e5a-42e8-b25c-3594949f3f49,en,how to prevent ?,en,personal-caution,
222,643,2020-03-21 18:19:34,a228afbc-c07b-4266-884a-a49171468666,en,what are the main symptoms of coronavirus,en,covid-symptoms,
223,644,2020-03-21 21:20:25,401332f7-58f8-4616-bb8d-59972ff0ee9c,en,Is the phlegm color suggestive of coronavirus?,en,unclassified,
224,647,2020-03-21 20:46:52,fa1e419d-5cef-41e6-bb17-f8bd28411028,en,How long does the virus live in my body if I catch it,en,covid-life,
225,650,2020-03-22 0:20:19,91c3514c-e3f6-43cd-beae-fb8cdcde4365,vi,What is Covid-19?,en,covid-what,
226,652,2020-03-21 22:41:06,7a8ef480-4e63-429e-b7ff-4763ad47cfe2,pt,When should I go to the hospital?,en,situation-lockdown,
227,653,2020-03-21 20:27:40,9b75dedf-19e7-4eb4-9ffd-5cec8f5752d3,en,What is COVID-19,en,covid-what,
228,656,2020-03-22 1:27:35,a3032e99-ff0f-4481-897e-9d6f66fb784f,en,if i have symptoms should i go to the ER or should I call a doctor?,en,personal-symptoms,
229,658,2020-03-21 23:14:22,e03f3e0a-a889-43d4-a506-4af32cbee107,en,Is sore throats a symptom,en,covid-symptoms,
230,659,2020-03-21 19:10:45,76dcbfcb-fbd4-4b7d-a0ad-bfb5c27087f2,en,How long will it take before we can stop social distancing?,en,personal-isolation,
231,661,2020-03-21 21:56:21,622b014c-29d3-4205-b423-3ec6ed644e49,en,Does the virus get milder due to coevolution?,en,unclassified,
232,662,2020-03-21 21:28:01,f613f0e1-117b-4343-9e77-4fb4b9b168a4,en,where can I test for covid,en,personal-testing,
233,663,2020-03-21 21:45:14,85e6cdad-531a-4a3f-9a86-8fad681731c7,en,Are covid-19 outcomes worse for those who are infected and suffer from asthma?,en,covid-infection,
234,667,2020-03-22 9:55:27,ae2c7a92-e8ec-48d4-afce-ecd02536f702,en,What is the incubation period?,en,covid-incubation,
235,669,2020-03-21 22:59:31,c118d051-7b42-4f88-b5c0-6602a30ceffa,en,What are the symptoms of Covid-19,en,covid-symptoms,
236,670,2020-03-21 17:46:41,53894a08-21b2-49cb-832d-cfa6c0683d4f,en,What are the symptoms?,en,covid-symptoms,
237,674,2020-03-21 21:37:13,3b9bc929-27fa-40df-ae67-e24ad9a547b6,en,Does a throat feel itchy or really sore and a symptom,en,covid-symptoms,
238,675,2020-03-21 17:41:30,a450d496-8c9b-497f-b19e-b5371abac3f6,en,Will Covid19 go away like the 1918 influenza and SARS did,en,unclassified,
239,678,2020-03-22 1:28:32,e64e90e6-94ed-41dc-a309-e5c3681efd56,en,How to reduce the risk?,en,covid-contagious,
240,687,2020-03-21 21:26:34,3b58140a-f53e-491f-a3dd-79f0416bab56,en,what are the main symptoms,en,covid-symptoms,
241,692,2020-03-21 23:40:51,c9fc19e3-b94d-4fc0-be54-2449f256a04d,en,"I don't have a fever, can I still have coronavirus? ",en,unclassified,
242,696,2020-03-21 21:24:54,f31e7897-c7d5-4a7d-ad92-31dcb4f6046e,en,For how long COVID19 can stay alive on different surfaces?,en,covid-life,
243,697,2020-03-21 20:27:40,9b75dedf-19e7-4eb4-9ffd-5cec8f5752d3,en,What can we do to protect ourselves from COVID-19?,en,personal-caution,
244,701,2020-03-21 23:55:49,9db55dca-d1da-4831-bc81-f3f6c5766cee,en,Does covid transfer through air?,en,unclassified,
245,704,2020-03-21 17:20:59,1c991aeb-b4df-4d84-9595-367d7385e3b6,en,I am 43. What’s the chance of my survival if I get covid.,en,personal-whatif,
246,707,2020-03-22 0:20:19,91c3514c-e3f6-43cd-beae-fb8cdcde4365,vi,What is Covid-19 virus?),en,covid-what,
247,718,2020-03-22 1:16:41,9d8e530d-9af3-4a71-8cf0-87a798fbec78,en,Is the virus dangerous?,en,covid-contagious,
248,722,2020-03-21 20:32:32,bd9783dc-be78-4841-a4ff-d044d40cb9a4,en,Is there any possibility of infected corona virus second time?,en,covid-infection,
249,723,2020-03-22 0:02:37,ef052cb1-a786-4bbe-a8d9-bdd958cca98a,en,What are covid symptons,en,covid-symptoms,
250,728,2020-03-22 1:28:32,e64e90e6-94ed-41dc-a309-e5c3681efd56,en,Can it survives on food?,en,unclassified,
251,729,2020-03-21 23:14:22,e03f3e0a-a889-43d4-a506-4af32cbee107,en,How many case in montreal,en,unclassified,
252,731,2020-03-22 11:24:08,7977f4b9-e495-45f7-a5ca-841359f618ac,es,What's covid19?,en,covid-what,
253,733,2020-03-22 8:21:30,bf09701a-4cc6-4649-a947-03a18aaed80d,en,Is it true that COVID-19 can survive up to a few days on hard surfaces?,en,covid-life,
254,736,2020-03-22 11:58:28,7db9c038-4c49-43c7-a8d1-435820e231d9,en,Is it airborne,en,covid-transmission,
255,740,2020-03-22 3:37:38,0d90e6a2-f7f5-4317-afc9-b8a87d4df68d,en,What does Corona and Covid mean?,en,unclassified,
256,744,2020-03-22 8:21:05,dd5f4300-766c-404b-97bd-80b1b0afb126,en,Do I have to wear gloves and mask?,en,covid-fight,
257,748,2020-03-22 12:01:44,773b04db-1e43-4898-8d9b-1948c7dc629b,fr,Mortality rate today,en,situation-stats,
258,749,2020-03-22 11:56:06,35f8b4da-bb28-4246-9a13-6f0ae22b0b7f,en,who do i call,en,unclassified,
259,750,2020-03-22 10:26:03,63e434b5-3732-4fe0-86d4-27c80650676d,zh,what's is COVID-19?,en,covid-what,
260,752,2020-03-22 9:43:18,81755909-a6cf-42b4-801b-2abda6514af0,en,What are the confirmed symptoms of COVID19,en,covid-symptoms,
261,759,2020-03-22 9:20:34,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,en,Can you drink alcohol during Covid?,en,unclassified,
262,760,2020-03-22 9:20:34,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,en,Can you die from contracting covid?,en,covid-transmission,
263,761,2020-03-22 9:44:37,9e54b55c-c933-407a-9b9c-4012632ca387,en,how are you,en,unclassified,
264,762,2020-03-22 7:54:48,57b33f9c-7b7c-4c6d-9722-2698f9e5ec17,en,When should I consult after the vomitting symptoms for a 4 y-o child?,en,covid-symptoms,
265,764,2020-03-22 10:09:32,e93837d6-59ce-4520-b6ea-968c2b9215d9,fr,Do kids should  play with neighbors or not?,en,unclassified,
266,765,2020-03-22 6:46:59,9f5a3b2d-e64c-48a0-bcbb-973251c8ad14,en,What is covid?,en,covid-what,
267,770,2020-03-22 12:30:23,584b2f48-550f-4537-a49a-874eb246809f,en,What is the half-life of coronavirus?,en,personal-whatif,
268,774,2020-03-22 4:21:25,9dde9fc0-a283-4a34-a2e0-057a195f43cc,en,what is virus?,en,unclassified,
269,776,2020-03-22 10:20:14,24bd2a20-fa56-4420-949c-25a83c5a52f1,en,What should I buy from the stores now that I feel sick?,en,unclassified,
270,782,2020-03-22 11:50:42,6f7c9aaf-45e7-4349-bd12-0af2c4e58f9a,vi,how old are you?,en,unclassified,
271,787,2020-03-22 8:21:06,dd5f4300-766c-404b-97bd-80b1b0afb126,en,How long is the treatment?,en,covid-med,
272,788,2020-03-22 10:25:49,73986699-d214-46ff-8dd4-fb08a4e4c7a2,en,Is it dangerous to go for a walk?,en,covid-contagious,
273,793,2020-03-22 9:43:18,81755909-a6cf-42b4-801b-2abda6514af0,en,What will be th impact on international students?,en,unclassified,
274,794,2020-03-22 10:20:14,24bd2a20-fa56-4420-949c-25a83c5a52f1,en,"I have fever, should I go out?",en,personal-symptoms,
275,795,2020-03-22 3:37:38,0d90e6a2-f7f5-4317-afc9-b8a87d4df68d,en,Why is it called Corona virus?,en,unclassified,
276,797,2020-03-22 9:51:25,52299097-d73d-40db-80f8-eb57aaffabe8,en,How will covid-19 end?,en,unclassified,
277,805,2020-03-22 6:57:32,61c83b3d-a930-47dc-ab83-5118cee03b84,en,Why are death rates so different across countries?,en,situation-stats,
278,806,2020-03-22 9:58:51,a14d8a69-bb38-4674-b563-c5430ea037c3,en,When do you think we will be out of this ?,en,unclassified,
279,807,2020-03-22 9:52:28,4508c214-cc94-4d85-9e93-ac1c77bac593,en,"If I have flu like symptoms, at what point should I go to the hospital?",en,personal-symptoms,
280,809,2020-03-22 9:45:33,93e77e53-231e-452a-888f-19fe67b711a8,en,What are the symptoms of covid19?,en,covid-symptoms,
281,810,2020-03-22 3:11:51,d7e1a94f-6987-4ffe-b905-b20f3c63260e,en,How many days should I isolate for,en,personal-isolation,
282,811,2020-03-22 11:46:17,5101f879-aa2c-4bca-a1d4-7158924a3215,en,How do we best organize people so that duplicate work is not being done?,en,unclassified,
283,812,2020-03-22 9:51:00,4508c214-cc94-4d85-9e93-ac1c77bac593,en,"If I’m sneezing, should I get tested for corona virus?",en,personal-whatif,
284,813,2020-03-22 4:09:07,9dd21188-850f-4556-a89e-a11d4f6563b6,es,What is covid,en,covid-what,
285,816,2020-03-22 2:36:38,006f0156-750d-452f-8b9b-877867806217,en,What can I do to prevent myself from getting COVID-19?,en,personal-caution,
286,818,2020-03-22 10:31:42,6618f077-f105-419b-ae6e-f28c85c5e0bb,en,Comparison coronavirus and flu,en,unclassified,
287,819,2020-03-22 10:57:08,237153d0-5b82-48de-a333-2a20dd5cedd0,en,What have you implemented to help older people who do not know how to use the internet/phone to obtain their groceries and medicine?,en,covid-med,
288,821,2020-03-22 9:58:48,af684ff8-b8d1-467b-a434-1bce1ca2b463,en,Can I go for walking!,en,situation-lockdown,
289,822,2020-03-22 3:11:51,d7e1a94f-6987-4ffe-b905-b20f3c63260e,en,My throat hurts what should I do?,en,unclassified,
290,825,2020-03-22 10:18:29,5115cb5e-6605-49b8-ab0b-76bd2a238c85,en,What is corona virus and COVID19,en,covid-what,
291,826,2020-03-22 9:45:58,90055b1e-cd4c-43aa-8914-1b8b2a531841,fr,Can I be contagious even if I don't have symptoms?,en,personal-whatif,
292,827,2020-03-22 10:20:14,24bd2a20-fa56-4420-949c-25a83c5a52f1,en,"I have fever, what should I do? ",en,personal-symptoms,
293,830,2020-03-22 11:14:44,db73fd7b-ca2f-4183-956f-b949e5ba4266,en,"I think I have coronavirus, should I go to the emergency",en,personal-symptoms,
294,832,2020-03-22 6:55:32,fc8d2740-5cc9-4f8b-a4f7-c5eb9c794bef,en,What is COVID-19's definition?,en,covid-what,
295,837,2020-03-22 7:13:26,304f700e-8ffc-4274-8439-61d6d34322b9,en,What are the real symptoms of covid-19,en,covid-symptoms,
296,839,2020-03-22 5:08:36,b5d3ec22-db30-4c68-ac38-c0e9f1d11eae,en,what is covid 19,en,covid-what,
297,841,2020-03-22 11:59:25,3ed2effb-1953-428a-adde-fe0dae015914,en,What if I have cough ?,en,personal-symptoms,
298,843,2020-03-22 9:45:33,93e77e53-231e-452a-888f-19fe67b711a8,en,How can I make the difference between a cold and covid19?,en,personal-whatif,
299,844,2020-03-22 11:33:46,ff357aeb-b1c5-4de8-b2a9-ee9b8fb7fd6c,en,What should you do if you dont have water and soap and sanitizer?,en,personal-whatif,
300,845,2020-03-22 6:57:32,61c83b3d-a930-47dc-ab83-5118cee03b84,en,Does the amount of virus one is exposed to change the severity of the symptoms?,en,covid-symptoms,
301,849,2020-03-22 11:47:52,4857048b-dcf7-4ebc-84bb-ac60bdb3bd40,en,How can I protect myself,en,personal-caution,
302,850,2020-03-22 7:16:09,f903961b-07f4-43cb-ba48-394227a97314,en,Doeas the software is automatic in English because I use an English device? If I ask in French the answer will be in French?,en,personal-whatif,
303,854,2020-03-22 11:45:44,a3d22572-8617-4045-916e-0982a9528807,fr,How i know that i 'm ill,en,unclassified,
304,857,2020-03-22 9:20:34,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,en,What are the symptoms of Covid-19?,en,covid-symptoms,
305,859,2020-03-22 4:32:40,fbaf1b75-31c8-4652-b6c5-1cd56c78c9eb,en,how to interact with people,en,unclassified,
306,860,2020-03-22 9:06:09,fcc729d0-cced-4bee-8bcd-12a7f5e994b5,en,I lost my sense of smell. Does this mean I have Coronavirus?,en,personal-symptoms,
307,861,2020-03-22 12:07:12,59a2603a-03eb-4f8f-8422-6fc6eaedbce0,en,How much longer will society need to socially isolate?,en,personal-isolation,
308,862,2020-03-22 8:24:51,e1467c89-10ef-4ce1-9351-378287cf2c89,en,test for covid 19,en,personal-testing,
309,865,2020-03-22 9:48:50,55d71c8a-35fb-4568-8215-151fc7702c0f,en,What should I do if I have fever?,en,personal-symptoms,
310,867,2020-03-22 11:46:17,5101f879-aa2c-4bca-a1d4-7158924a3215,en,What is the best way to curate information about COVID-19?,en,covid-what,
311,870,2020-03-22 5:35:13,0767dfda-13f9-4f5b-a57d-7284913a7fb4,en,Where are the testing centers located in Mtl?,en,personal-testing,
312,871,2020-03-22 12:35:44,95b4de1f-3df5-4e20-a0da-1e1993a7bb77,en,what is cover?,en,covid-what,
313,876,2020-03-22 9:58:48,af684ff8-b8d1-467b-a434-1bce1ca2b463,en,I have a lot of stress regarding COVID-19,en,personal-symptoms,
314,877,2020-03-22 8:12:34,79180b89-beb6-4db6-b8ec-cab972c58bb1,en,Should I take the metro?,en,unclassified,
315,879,2020-03-22 11:50:40,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,Where is the nearest hospital?,en,unclassified,
316,880,2020-03-22 12:34:22,bdc7049c-a30f-49a4-9310-9e28ccf6490b,en,China is the reason behind COVID-19?,en,unclassified,
317,881,2020-03-22 9:48:15,55d71c8a-35fb-4568-8215-151fc7702c0f,en,What should I do if I don't feel any symptoms?,en,personal-whatif,
318,882,2020-03-22 9:35:47,13b14987-413a-4d47-8e56-3af43f79db8a,en,What are the symptoms?,en,covid-symptoms,
319,883,2020-03-22 2:08:31,7a39c38d-c315-4a22-9563-c4e98a653ac9,fr,Is the virus vulnerable to high temperature?! Does steam cleaning the surfaces and cloths kills the virus?,en,covid-kill,
320,884,2020-03-22 9:35:47,13b14987-413a-4d47-8e56-3af43f79db8a,en,Who is most at risk?,en,covid-contagious,
321,885,2020-03-22 12:29:15,b28c8be4-2a5b-40b6-99e8-02253413b0de,en,Should I use Sudafed?,en,unclassified,
322,888,2020-03-22 4:32:40,fbaf1b75-31c8-4652-b6c5-1cd56c78c9eb,en,how to know that somebody have a corona,en,unclassified,
323,891,2020-03-22 8:12:34,79180b89-beb6-4db6-b8ec-cab972c58bb1,en,Does soap really kill the virus?,en,unclassified,
324,892,2020-03-22 12:30:23,584b2f48-550f-4537-a49a-874eb246809f,en,What are the side-effects of hydroxychloroquine for treating COVID-19?,en,unclassified,
325,903,2020-03-22 6:27:08,6a11a88c-f506-4824-89e5-a49aaeb434d7,en,"What are differences in term of symptoms between the new coronavirus and normal flu, cod",en,personal-whatif,
326,905,2020-03-22 7:21:03,4e4f4496-fe6e-43e3-9e9b-c6ceb0d98885,en,How to deal with disinfection of day to day use objects?,en,covid-infection,
327,909,2020-03-22 12:04:10,bbca283a-dbd7-462e-894f-ccc311231e12,en,What If I returned from international travel a day before the advisory came into effect?,en,personal-whatif,
328,910,2020-03-22 11:53:14,f66463e5-5496-4320-97b3-2cffd609a270,en,where did it start,en,situation-past,
329,913,2020-03-22 8:21:06,dd5f4300-766c-404b-97bd-80b1b0afb126,en,What do I have to expect after the disease?,en,personal-symptoms,
330,914,2020-03-22 12:05:12,217f81b9-280e-48c3-b4fb-0ba44e1cf9cf,en,Is headache a symptom of covid-19?,en,covid-symptoms,
331,915,2020-03-22 4:21:25,9dde9fc0-a283-4a34-a2e0-057a195f43cc,en,when will the social distancing end? and what is the economic consequent of the pandemic?,en,personal-isolation,
332,916,2020-03-22 9:45:58,90055b1e-cd4c-43aa-8914-1b8b2a531841,fr,How long does this virus incubate?,en,covid-incubation,
333,918,2020-03-22 10:51:16,9b5ae332-0fdb-4def-a7b9-bfa2a2bf2364,es,How can I protect myself from the covid-19?,en,personal-caution,
334,919,2020-03-22 11:33:46,ff357aeb-b1c5-4de8-b2a9-ee9b8fb7fd6c,en,What is self-isolation?,en,personal-isolation,
335,921,2020-03-22 9:04:05,7ef7e361-c61a-410f-bd5a-83e59077a8ab,en,Is covid-19 same as sars?,en,unclassified,
336,928,2020-03-22 6:27:08,6a11a88c-f506-4824-89e5-a49aaeb434d7,en,How do I know if I am infected by new coronavirus,en,personal-whatif,
337,932,2020-03-22 11:50:40,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,"I would like to get COVID19 test, where can I get it?",en,personal-testing,
338,933,2020-03-22 9:11:51,57ee50ff-753d-4130-868c-032e16fa526d,en,How long am I infectious for,en,unclassified,
339,941,2020-03-22 10:38:28,2336203e-d920-4be7-ada2-2140cb941be3,en,What's the current count in India,en,unclassified,
340,943,2020-03-22 10:25:49,73986699-d214-46ff-8dd4-fb08a4e4c7a2,en,How many covid cases are in Quebec?,en,situation-stats,
