question_processed,cluster
quels sont les symptômes à surveiller  ,covid-symptoms
quels sont les symptônes du covid19,covid-symptoms
quels sont les symthomes de la maladie,covid-symptoms
quels symptômes devraisje regarder chez un nouveauné,covid-symptoms
quels symptômes pour le covid19,covid-symptoms
quelsont les symptome à surveiller,covid-symptoms
questce qui est mieux si une personne de notre foyer a des symptômes rester à la maison ou aller à lhôtel,covid-symptoms
quoi prendre pour soulager nos symptômes,covid-symptoms
si je crois avoir eu la covid et que je nai plus de symptomes après 15 jours,covid-symptoms
si je suis allée en massothérapie et que mon thérapeute est porteur du virus mais quil na pas de symptômes quel est mon risque que je développe le virus,covid-symptoms
si je suis immunosupprimé et que je commence à avoir des symptômes doisje vraiment passer par la logistique téléphonique  ou vaisje plutôt à lurgence tout de suite ,covid-symptoms
si nous avons manifesté des symptômes associés à la covid 19 en février 2122 et 23 février estce possible de savoir si nous avons contracté le virus et de le différencier de l,covid-symptoms
si on na pas de symptômes après 14 jours et quun de nos amis est dans la même situation peuton se voir,covid-symptoms
symptômes,covid-symptoms
symptômes ,covid-symptoms
symptômes de la covid19,covid-symptoms
y a til des symptômes plus rare du corona virus,covid-symptoms
y atil un lien entre le groupe sanguin et la sévérité des symptômes du covid,covid-symptoms
ya til un lien entre la gravité des symptômes et le groupe sanguin,covid-symptoms
yatil des personnes asymptotiques,covid-symptoms
ça prend combien de temps avant que les premiers symptômes puissent être détectés,covid-symptoms
comment le virus se propagetil ,covid-transmission
comment le vérus se propagetil,covid-transmission
comment se propage de covid ,covid-transmission
comment se propage le virus,covid-transmission
cest quoi la différence entre le covid19 et le corona virus,covid-versus
cest quoi la différence entre le sars et le covid,covid-versus
comment differencier entre le covid et la grippe  ,covid-versus
comment détecter la différence entre un rhume une grippe et le covid19 ,covid-versus
comment faire la différence entre la covid et une simple grippe,covid-versus
comment faire la différence entre le covid19 et un rhume,covid-versus
quel est la difference entre le virus et la maladie,covid-versus
quel est la différence entre le covid19 et une influenza ,covid-versus
quelle est la difference entre le covid19 et la grippe saisonnière  ,covid-versus
quelle est la différence entre les symptômes de la grippe et du covid19,covid-versus
cest quoi le coronavirus,covid-what
cest quoi le coronavirus ,covid-what
cest quoi le covid,covid-what
cest quoi le covid exactement,covid-what
cest quoi le covid19,covid-what
quest ce que cest le covid19 ,covid-what
quest ce que le covid 19,covid-what
quest ce que le covid19 ,covid-what
questce que cest la covid19,covid-what
questce que la covid,covid-what
questce que la covid  19,covid-what
questce que la covid19,covid-what
questce que le corona ,covid-what
questce que le coronavirus,covid-what
questce que le covid,covid-what
questce que le covid19,covid-what
questce que le covid19 exactement,covid-what
questce que veut dire covid19,covid-what
a montréal le lavage des rues a été reportée au mois de mai au lieu du 1er avril les rues sont sales et jonchées de déchets excréments de chiens gants en latex masques etc estce que le fait davoir une ville sale comporte des risques liés à la transmission du virus,personal-caution
après deux semaines si je ne tombe pas malade estce que je peux considérer que je naie pas le virus,personal-caution
après mes 14 jours en quarantaine je peux aller voir ma famille ,personal-caution
au lieu dun masque estce que la visière est aussi bonne à diminuer les risques  je suis un travailleur essentiel et je trouve le masque encombrant et il est difficile de communiquer avec les clients  je considère porter une visière à la place  estce un bon choix,personal-caution
bonjour jai appris que dans le bâtiment où mon père travaille il y a eu un cas de covid déclaré on ne sait pas si mon père a été en contact avec cette personne il a décidé de passer le test même sil na aucun symptômes pour ma part je nai aucun symptômes est ce que je suis obligé de rester en quarantaine ou je peux continuer à aller travailler tout en prenant mes précautions merci  ,personal-caution
combien de temps le virus survitil sur des gants ou autres vêtements ,personal-caution
combien de temps peut on garder un masque de protection,personal-caution
comment doiton se protéger de colis qui nous parviennent de lextérieur,personal-caution
comment est ce que je peux me faire tester,personal-caution
comment est ce que je pourrais me protéger de la covid19 ,personal-caution
comment fabriquer un masque,personal-caution
comment je peux faire un test covid19,personal-caution
comment je peux savoir si jai le coronavirus ,personal-caution
comment je peux savoir si je suis atteinte par le corona,personal-caution
comment je peux savoir si je suis contaminé ,personal-caution
comment je peux savoir si je suis malade,personal-caution
comment je peux vérifier si jai covid19,personal-caution
comment me protéger,personal-caution
comment me protéger de la covid19,personal-caution
comment me protéger en faisant lépiderie,personal-caution
comment me protéger se,personal-caution
comment on fait pour se protéger,personal-caution
comment pouvonsnous faire pour nous protéger,personal-caution
comment protéger mes proches si je suis infectée,personal-caution
comment puisje me protéger,personal-caution
comment puisje protéger mes proches si je suis contagieux   ,personal-caution
de quelle manière estce que je peux minimiser la transmission,personal-caution
devraiton porter un masque,personal-caution
dois je porter un masque pour sortir,personal-caution
dois utiliser un masque ,personal-caution
doisje porter un masque ,personal-caution
doiton mettre un masque et des gants pour sortir,personal-caution
doiton porter un masque si on doit aller à lépicerie,personal-caution
ece que je peux prendre mon auto ,personal-caution
en toute transparence le port du masque nest pas recommandé parce que il y a rupture de stock non ,personal-caution
es ce que je peux attraper le covid 2 fois  ,personal-caution
est ce que de mettre un masque me protège bien du virus ,personal-caution
est ce que je dois porter des gants quand je sort,personal-caution
est ce que je dois porter un masque pour sortir de chez moi ,personal-caution
est ce que je peux aller me faire dépister pour le covid,personal-caution
est ce que je peux aller porter de la nourriture à une personne en quarantaine,personal-caution
est ce que je peux attraper le covid19 une deuxieme fois,personal-caution
est ce que je peux changer quelques chose dans mon alimentation qui peut aider mon système immunitaire à combattre le virus,personal-caution
est ce que je peux continuer à allaiter mon garçon si je contracte la maladie,personal-caution
est ce que je peux continuer à aller faire mon sport dehors  ,personal-caution
est ce que je peux continuer à habiter dans la même maison que mes enfants si je suis contaminée,personal-caution
est ce que je peux lattraper en me promenant dans la rue,personal-caution
est ce que je peux me faire tester même si jai pas fait de voyage,personal-caution
est ce que je peux rendre visite à ma famille,personal-caution
est ce que je peux sortir faire du jogging lors de la période disolation volontaire ,personal-caution
est ce que je peux visiter ma famille  ,personal-caution
est ce que je peux visiter ma grandmère,personal-caution
est ce que je peux voir une personne à la fois ,personal-caution
est il utile de porter un masque ,personal-caution
estce  q je peux retourné  au travail si je suis congestionné a cause allergie et jai un fois gras et jai eu un traitement de tuberculose quand jétais  jeune,personal-caution
estce le fait de mettre des gants me protège ,personal-caution
estce que je devrais porter des gants en public,personal-caution
estce que je devrais porter un masque,personal-caution
estce que je peux allaiter mon bébé si jai le covid 19 ,personal-caution
estce que je peux aller au chalet à lextérieur de montréal,personal-caution
estce que je peux aller chez mon chum,personal-caution
estce que je peux aller faire mes courses au dépaneur,personal-caution
estce que je peux aller marcher dehors,personal-caution
estce que je peux aller prendre une marche ,personal-caution
estce que je peux aller travailler sécuritairement,personal-caution
estce que je peux aller voir ma copine si elle habite dans une autre maison,personal-caution
estce que je peux aller à la clinique pour une autre raison,personal-caution
estce que je peux aller à lhôpital pour autre chose ,personal-caution
estce que je peux aller à lépicerie,personal-caution
estce que je peux aller à lépicerie ,personal-caution
estce que je peux aller à lépicerie si jai 70 ans,personal-caution
estce que je peux aller à mon chalet,personal-caution
