question_processed,cluster
devronsnous se mettre en confinement à chaque fois quil y aura une nouvelle éclosion de cas ,isolation
quand serionsnous confinés,isolation
si je respecte les consignes de protection universelle envers les virus pourquoi devraisje misoler,isolation
questce que lauto isolement,isolation
si ma fille a été en contact avec une personne atteinte du covid19 doisje renoncer à aller travailler le temps de lisolement,isolation
combien de temps doiton rester isolé lorsquapparaisse les symptômes et que lon a fait isolement de 12 jours doit on attendre un autre 14 jours,isolation
les gens en confinement qui ne présentent pas de symptômes peuventils sembrasser,isolation
que veut dire confinement,isolation
combien de temps va durer le confinement,isolation
combien de temps pourrait durer le confinement,isolation
quels sont les critères qui vous permettront de lever létat durgence sanitaire et les consignes de confinement,isolation
pourquoi je dois misoler,isolation
puisje misoler volontairement et être payer ,isolation
doit on être confiné ,isolation
estce que la periode de confinement obligatoire doit être rémunérée ,isolation
quand estce que le confinement sera terminé,isolation
estce que le confinement est obligatoire pour tous,isolation
le confinement total estil de mise pour une personne atteinte dun trouble respiratoire,isolation
après 14 jours de confinement puisje retourner au travail si je nai pas de symptômes,isolation
si je suis en isolement depuis 10 jours et que mes parents aussi estce quon devrait se visiter,isolation
comment se fera la sortie du confinement seraton soudainement tous libérés y auratil des alternances entre la vie active et deux semaines disolement autre chose,isolation
de plus mon conjoint est pilote davion et continue à effectuer des vols de rapatriement sur londres en angleterre doisje également être en isolement prolongé lorsquil revient ,isolation
estce que je dois misoler si je reviens dun autre province,isolation
est ce que au delà de 14 disolement il ny a plus de risque de contagion ,isolation
combien dheures je me dois isoler,isolation
mon fils est en garde partagée estil possible de la maintenir malgré le confinement tant que personne ne développe la maladie évidemment ,isolation
pendant comment de temps faudratil rester chez soi,isolation
pourquoi il faut sisoler quatorze jours si on a été en contact avec un malade,isolation
devraiton laisser entrer un visiteur dans une maison si on tente de sisoler ,isolation
le ministre conseille de rester dans notre région mais puisje aller chez ma mère de 74 ans dans une autre ville si je reste chez elle et ne va nul part dautre à noter que je suis en quarantaine depuis 9 jours donc cotôyer personne dautre,isolation
doiton sisoler si lon revien dune autre province,isolation
nous sommes allés en voyage à la relâche et terminons notre 14e jour de confinement estce que nous pouvons recevoir un ami à la maison si celuici est en santé  ,isolation
une personne proche de moi rentre de voyage estce que je dois me placer aussi en autoisolement ,isolation
pendant combien de jours doiton être confiné pour savoir si on est atteint de ce virus,isolation
combien de temps doiton rester isolé,isolation
estce que ça vaut vraiment la peine de faire ces mesures de confinement,isolation
devonsnous craindre une seconde vague de contagion si nous mettons fin trop rapidement aux moyens de confinement ,isolation
le confinement total est il prévu au canada ,isolation
mon conjoint est allé à toronto la semaine dernière devraitil être en confinement volontaire et moi,isolation
mon médecin me suis pour ma carence en fer car jai des hémorroïdes saignantes mais je prends despîules de fer et jai attrapée un petit rhume ,nextsteps
jai peur,nextsteps
je reviens de voyage je suis en isolement volontaire je tousse mais je ne fais pas de fièvre devraisje consulter,nextsteps
si jai un rhume est ce que cela peut être le covid 19 ,nextsteps
jai lu un article dans la presse que les syndromes gastro intestinaux sont sous estimés et quils peuvent précéder la toux et la difficulté à respirer votre questionnaire nen fait pas mention  ,nextsteps
jai le nez qui coule estce que jai le corona virus,nextsteps
jai le nez bouché et mal à la tête estce le coronavirus,nextsteps
ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir sils sont à risque de propagation ou pas  je suis à la maison et je ne sors pas depuis 1 semaine  si jai des symptômes de rhume sans fièvre devraisje minquiéter,nextsteps
jai eu une grippe la semaine dernière doisje me faire tester pour le virus,nextsteps
comment puisje savoir si jai contracté le covid19,nextsteps
que faire si je tousse ,nextsteps
bonjour jai mal à la gorge et je suis très fatiguée mais je ne fais pas de fièvre estce que je devrais me faire tester ,nextsteps
ou doisje madresser si jai des symptomes,nextsteps
je nai pas été en contact avec des gens qui ont effectué un voyage mais jai des symptômes que doisje faire,nextsteps
jai juste un rhume pourrait il sagir du coronavirus ,nextsteps
estce que jai le covid19,nextsteps
jai mal à la gorge estce un symptôme du covid19,nextsteps
je tousse beaucoup et creux comment puisje savoir si cest le covid ,nextsteps
puisje savoir si jai déjà eu le covid19 ,nextsteps
que doisje faire si jai des symptomes,nextsteps
si jai des symptômes où doisje appeler,nextsteps
comment savoir si jai le coronavirus,nextsteps
je tousse suisje atteint,nextsteps
si jai un rendezvous pour le dépistage comment puisje my rendre si je nai pas de voiture et que je ne veux contaminer personne,nextsteps
si jai de la température et de la toux que doisje faire,nextsteps
si jai le coronavirus une fois à la maison comment savoir si je dois aller durgence à lhôpital a quoi doisje mattendre comme maladie,nextsteps
si jai eu le virus mais je ne nai pas eu de symptômes estce que je suis toujours porteuse,nextsteps
jai de la fievre estce que cest la maladie ,nextsteps
quoi faire si jai de la fièvre,nextsteps
je crois que jai un rhume estce que ça pour entrer le covid19 même si je crois navoir pas été en contact avec un porteur,nextsteps
jai peur dattraper le virus que doisje faire  ,nextsteps
j ai des symptômes et je vis en familleque faire ,nextsteps
je tousse un peu est ce que je doit me faire tester au covid 19  ,nextsteps
que faire si jai une fièvre ,nextsteps
je reviens de voyage et jai le nez congestionné mais pas de toux ni fièvre doisje passer un test de dépistage,nextsteps
jai de la toux grasse et mon nez coule estce que jai le coronavirus,nextsteps
si un collègue de mon conjoint est revenu récemment dun voyage et que jai mal à la gorge avec une toux sèche sans fièvre suisje qualifiée pour aller me faire tester au covid19,nextsteps
je tousse estce que jai le coronavirus,nextsteps
jai des étourdissement que faire ,nextsteps
jai des problèmes digestifs estce que cela pourrait être un symptôme de la maladie,nextsteps
combien de temps doisje rester en quarantaine si jai ete exposer a un gros risque de contagion ,nextsteps
si je tousse estce cest la covid19,nextsteps
comment savoir si jai eu le virus et que jen suis guérie si je nai pas eu ou pas beaucoup eu de symptômes,nextsteps
jai des symptômes que faire ,nextsteps
jai symptomes de fièvre et nez qui coule estce que je devrais aller travailler,nextsteps
je tousse est ce que jai le corona virus,nextsteps
dois je me présenter à lurgence si jai des symptômes de rhume et de la fièvre ,nextsteps
si jai des symptômes du covid19 est ce que ma famille doit être en quarantaine si eux nont pas de symptômes,nextsteps
jai des symptomes je fais quoi,nextsteps
jai un rendezvous annuel chez le médecin doisje y aller ou le remettre à plus tard,nextsteps
bonjour je crois souffrire dun streptocoque car jai un mal de gorge des tâches blanches et la luette très inflammé estil possible davoir un diagnostic en ligne afin davoir une prescription dantibiotiques en considérant que jai une allergie à la pénicilline,nextsteps
si jai eu le virus et que jen guérie suisje immunisé,nextsteps
